loggingSample(N),Run RotationX (rad/s),Run RotationY,Run RotationZ,Walk RotationX,Walk RotationY,Walk RotationZ,Static RotationX,Static RotationY,Static RotationZ,Hybrid RotationX,Hybrid RotationY,Hybrid RotationZ
171,-0.073533872,-0.527081391,-1.907445988,0.23039193,0.006891995,-0.028976258,-0.033737724,0.092621813,0.022611836,0.041040111,-0.142522528,-0.637936803
172,-0.455684439,-0.793865684,-1.83132805,0.278407393,-0.00761451,-0.005464274,-0.015239673,0.08652637,0.023582025,-0.06417224,-0.238317941,-0.604403433
173,-0.766219675,-0.944230422,-1.599754209,0.310265724,-0.012198876,0.047219444,-0.007734352,0.067003535,0.014945926,-0.154562768,-0.296475254,-0.512529613
174,-0.935028935,-0.911673012,-1.268558436,0.310265724,-0.012198876,0.047219444,0.002181129,0.054813182,0.012355736,-0.207527361,-0.289686235,-0.402994419
175,-0.935028935,-0.911673012,-1.268558436,0.326047883,-0.006997722,0.106163188,-0.002675412,0.042624426,0.007513576,-0.203885488,-0.292015436,-0.384960557
176,-0.864422409,-0.649853384,-1.006129477,0.297392536,-0.008832107,0.201719539,-0.002624279,0.032877789,0.005044293,-0.189884717,-0.208602567,-0.266455215
177,-0.638295265,-0.331995254,-0.907834065,0.237031191,-0.038942872,0.241986268,-0.007496798,0.024338629,0.000223706,-0.136253624,-0.115533166,-0.221874697
178,-0.415047264,-0.037245906,-1.013421744,0.164325029,-0.047257794,0.263221516,-0.0123576,0.012157064,-0.003412575,-0.087693278,-0.024115545,-0.251204268
179,-0.353828115,0.199984489,-1.204413005,0.099034705,-0.050793673,0.271140958,-0.01239595,0.021882129,-0.00456093,-0.08906312,0.057024315,-0.312610992
180,-0.574176732,0.25796923,-1.310213471,0.060892113,-0.048405616,0.257097577,-0.01239595,0.021882129,-0.00456093,-0.175226856,0.077148581,-0.352558941
181,-1.037839736,0.167944531,-1.390137066,0.055877913,-0.012026569,0.236866607,-0.006282131,0.029196235,-0.000966727,-0.329414651,0.061704732,-0.384745729
182,-1.579924311,-0.003588876,-1.484160767,0.039830504,0.018238659,0.209484251,0.001065531,0.038920501,-0.000989098,-0.513009425,0.017856761,-0.425221871
183,-1.996540444,-0.179807848,-1.526512752,-0.002165949,0.060747503,0.190894588,0.001027181,0.048645567,-0.002137453,-0.665893071,-0.023471593,-0.445918539
184,-2.167435225,-0.303320732,-1.460277805,-0.057688863,0.087535176,0.185622594,-0.007623565,0.052326055,0.001594967,-0.744249218,-0.0544865,-0.424353415
185,-2.154267757,-0.348578492,-1.295492049,-0.121792216,0.091318729,0.197189502,-0.023661387,0.057216684,0.003002714,-0.766573787,-0.066681026,-0.365099944
186,-2.050442558,-0.33152494,-1.069825099,-0.167375147,0.078101194,0.21689716,-0.040890442,0.054795072,0.001968875,-0.752902716,-0.066209558,-0.283653021
187,-1.924674509,-0.297205049,-0.80088551,-0.212870727,0.05749099,0.220885244,-0.039677904,0.057241186,0.004381699,-0.725741047,-0.060824291,-0.191872856
188,-1.784232443,-0.257891199,-0.507959362,-0.239904475,0.028431375,0.239093809,-0.033519344,0.052404352,0.010315754,-0.685885421,-0.059018491,-0.086183266
189,-1.784232443,-0.257891199,-0.507959362,-0.254510316,-0.01048886,0.237817622,-0.028588235,0.057222011,0.003055977,-0.689110331,-0.070386016,-0.089028588
190,-1.616671407,-0.213812421,-0.227356193,-0.246974103,-0.026441195,0.215938422,-0.023660322,0.056007343,0.004201403,-0.629101944,-0.061415424,-0.002405456
191,-1.387363916,-0.183354646,0.023560986,-0.227219839,-0.016881246,0.190459427,-0.010144513,0.059671054,0.008900018,-0.541576089,-0.046854946,0.07430681
192,-1.066495349,-0.183883284,0.193724996,-0.182920817,-0.002366751,0.184036948,-0.010112555,0.052371862,0.008856875,-0.419842907,-0.044626058,0.12887294
193,-0.673802925,-0.220156869,0.297790678,-0.116444588,0.004867726,0.184566917,-0.013817279,0.053599579,0.010109892,-0.268021597,-0.053896521,0.164155829
194,-0.280989061,-0.268710823,0.382490386,-0.038894669,0.020562799,0.177792102,-0.024876055,0.047528903,0.010193782,-0.114919928,-0.06687304,0.190158757
195,0.069658973,-0.294998354,0.522036832,-0.038894669,0.020562799,0.177792102,-0.024851554,0.048695102,0.001759817,0.001970917,-0.075246818,0.233862917
196,0.290594817,-0.268576334,0.706702286,-0.038894669,0.020562799,0.177792102,-0.024823857,0.0414031,0.002922553,0.07562543,-0.068870145,0.295805647
197,0.319226995,-0.213908827,0.903257423,0.063472716,0.002110821,0.1609026,-0.033457559,0.049885002,-0.004169179,0.116414051,-0.053971001,0.353330281
198,0.234443663,-0.105821505,1.062765858,0.075887841,-0.007728227,0.145035487,-0.033457559,0.049885002,-0.004169179,0.092291315,-0.021221577,0.401210722
199,0.118733309,0.053242449,1.197585725,0.076061479,-0.035794749,0.130399552,-0.033467146,0.051108724,-0.002956109,0.053775881,0.022852141,0.441676389
200,0.05598444,0.224328179,1.317434366,0.062680958,-0.062630092,0.115917282,-0.023698672,0.065732408,0.003053048,0.031655575,0.075810165,0.478801565
201,0.05598444,0.224328179,1.317434366,0.032049013,-0.090641753,0.105231881,-0.016339292,0.071814269,0.004214985,0.023898054,0.068500232,0.475627077
202,0.151041714,0.392580305,1.396976064,0.021018999,-0.105213772,0.107677196,-0.018827217,0.07548091,0.006674947,0.051077832,0.120949148,0.503776069
203,0.351076803,0.539714629,1.420999108,0.01729297,-0.108780277,0.120960244,-0.022478677,0.064543307,0.007856059,0.115297032,0.16515922,0.516605137
204,0.952944019,0.714899762,1.321471718,0.009812151,-0.097751594,0.133163647,-0.028562669,0.047518517,0.00782197,0.311397834,0.221555562,0.487485778
205,1.258564125,0.726382514,1.259153216,-0.002676477,-0.067260264,0.144329483,-0.033451168,0.047459129,-0.00297768,0.407478827,0.235527126,0.466835006
206,1.451131977,0.726672266,1.136495207,-0.017610419,-0.042834549,0.157897756,-0.0334011,0.038921833,-0.006645652,0.466706819,0.24091985,0.429249104
207,1.451338638,0.738398963,1.063008472,-0.033750507,-0.013620471,0.158243434,-0.032173649,0.038927692,-0.005453089,0.461804827,0.254568728,0.405266272
208,1.252581333,0.797337647,1.120967912,-0.05231993,0.015538746,0.148968709,-0.022326345,0.041342913,-0.006751113,0.392645019,0.284739769,0.421061836
209,0.971955794,0.915297041,1.270592292,-0.083168124,0.034986214,0.140975498,-0.016204004,0.048642637,-0.00556867,0.290861222,0.332975297,0.468666373
210,0.816862613,1.009142311,1.477802736,-0.123843382,0.053191849,0.127052225,-0.008821188,0.052269863,-0.008038752,0.228066014,0.371534674,0.53227207
211,0.838375095,0.993323667,1.684873631,-0.170550434,0.048246892,0.105823635,-0.005164402,0.057160758,-0.00322642,0.220886753,0.366243772,0.595823615
212,0.876765894,0.892705712,1.75018739,-0.20243007,0.033546509,0.083171852,-0.005164402,0.057160758,-0.00322642,0.223057141,0.327804326,0.610044274
213,0.801455427,0.694177173,1.696782222,-0.212182566,0.039424105,0.047137951,-0.008812666,0.047425306,-0.004449876,0.193486732,0.260342195,0.579823432
214,0.550375529,0.385335974,1.678391497,-0.198554905,0.041691521,0.021682392,-0.019931098,0.051115649,0.000515055,0.110629842,0.159381048,0.566862981
215,0.139529934,-0.043481165,1.709255137,-0.173847161,0.035503133,0.008115451,-0.028569061,0.054774566,0.000629838,-0.020962096,0.015598845,0.572666809
216,-0.27116759,-0.476170806,1.702714946,-0.173847161,0.035503133,0.008115451,-0.042136002,0.060857492,-0.001599495,-0.162383584,-0.126603394,0.569743634
217,-0.4752134,-0.847033831,1.695510296,-0.173847161,0.035503133,0.008115451,-0.053154299,0.047473243,-0.003970507,-0.23407162,-0.254685818,0.566551747
218,-0.4752134,-0.847033831,1.695510296,-0.103552225,0.037694915,-0.020364394,-0.061770956,0.051096208,-0.009885121,-0.213512194,-0.252747569,0.555086927
219,-0.4752134,-0.847033831,1.695510296,-0.075137628,0.037520478,-0.044788244,-0.067908211,0.051066913,-0.015847939,-0.206086413,-0.25281548,0.544958038
220,-0.182078992,-0.994311167,1.527491996,-0.055332232,0.022843264,-0.054734618,-0.066681825,0.047451938,-0.00985343,-0.10136435,-0.308005322,0.487634649
221,0.086462987,-0.838876835,1.322929,-0.049090581,0.005790777,-0.057313624,-0.058103517,0.058384214,-0.011087805,-0.00691037,-0.258233948,0.418175857
222,0.192126034,-0.587376424,1.084515362,-0.046555784,-0.012445484,-0.055036354,-0.050713245,0.058376225,-0.0111677,0.031619002,-0.180481894,0.339437103
223,0.047586428,-0.29789321,0.84902774,-0.032968603,-0.027015372,-0.048033839,-0.039655534,0.065656242,-0.012450278,-0.008345903,-0.086417447,0.262847874
224,-0.303661351,-0.015801866,0.562675338,-0.021796908,-0.04770121,-0.047070041,-0.033402165,0.04496135,-0.013844976,-0.119620141,-0.006180575,0.16725344
225,-0.775284543,0.178915956,0.291580719,-0.010659302,-0.053838997,-0.054461112,-0.027154123,0.039973515,-0.033234386,-0.271032656,0.055016825,0.06796174
226,-1.277364977,0.25838415,0.068371068,-0.004486894,-0.059906743,-0.050946005,-0.02102326,0.042428684,-0.028463067,-0.43429171,0.08030203,-0.003679335
227,-1.684221157,0.280349903,-0.193584114,0.007832357,-0.062338742,-0.048681786,-0.01609002,0.035167309,-0.021324197,-0.564159607,0.084392823,-0.087863366
228,-1.911098247,0.258397998,-0.445683471,0.018833609,-0.044095556,-0.047487891,-0.019834159,0.047329433,-0.022418224,-0.637366266,0.087210625,-0.171863195
229,-1.94206069,0.197470732,-0.672394912,0.024908013,-0.035507394,-0.034239463,-0.019834159,0.047329433,-0.022418224,-0.645662279,0.069764257,-0.243017533
230,-1.771127826,0.106314456,-0.833940666,0.008811601,-0.017234913,-0.03275262,-0.024756745,0.042497393,-0.017570205,-0.59569099,0.043858979,-0.294754497
231,-1.464759905,0.00302615,-0.96687608,0.008743424,-0.002629339,-0.031460455,-0.02858717,0.06567302,-0.007746603,-0.494867884,0.022023277,-0.335361046
232,-1.072490657,-0.052723665,-1.069110307,0.013544571,0.014483069,-0.016942498,-0.033577934,0.075446555,-0.001606419,-0.364174673,0.012401986,-0.362553075
233,-0.61926112,-0.021749238,-1.101558794,0.035573707,0.035226431,-0.002589392,-0.043401803,0.065746523,0.002060221,-0.209029739,0.026407905,-0.367362655
234,-0.194493051,-0.005011803,-1.078316855,0.055160724,0.051106328,0.011761585,-0.043401803,0.065746523,0.002060221,-0.060911377,0.037280349,-0.354831683
235,-0.194493051,-0.005011803,-1.078316855,0.098263187,0.049864762,0.014905979,-0.040919204,0.063296415,-0.00039255,-0.045716356,0.036049791,-0.354601142
236,0.196089616,-0.046709715,-1.068311891,0.098263187,0.049864762,0.014905979,-0.034734012,0.057207097,-0.000495082,0.086539597,0.020120715,-0.351300331
237,0.444121793,-0.103297361,-1.1316131,0.135207091,0.048629854,0.018116952,-0.023695476,0.062104384,0.006649114,0.185211136,0.002478959,-0.368949011
238,0.567816038,-0.117596139,-1.264464625,0.156252721,0.043597279,-0.006255765,-0.013860955,0.069371352,0.002968093,0.236735935,-0.001542503,-0.422584099
239,0.604998561,-0.070931964,-1.38878924,0.167509637,0.032427981,-0.041410823,-0.00766298,0.058430287,0.005248558,0.254948406,0.006642101,-0.474983835
240,0.647743095,0.034694331,-1.416364942,0.168946945,0.016381636,-0.080105755,-0.013735253,0.042593267,0.000398143,0.267651596,0.031223078,-0.498690851
241,0.745442758,0.178490915,-1.357493635,0.148252852,-0.010575146,-0.116213958,-0.018603512,0.034046917,-0.005628325,0.291697366,0.067320895,-0.493111973
242,0.910793902,0.330823463,-1.283627933,0.116350845,-0.01920006,-0.140035668,-0.028458273,0.035266911,-0.006720487,0.332895491,0.115630105,-0.476794696
243,1.148917255,0.474453866,-1.228686387,0.037621411,-0.021698904,-0.164521304,-0.028458273,0.035266911,-0.006720487,0.386026798,0.162673958,-0.466642726
244,1.419261129,0.588737832,-1.193557694,-0.015334748,-0.010786335,-0.179560441,-0.027273433,0.045005026,-0.005470399,0.458884316,0.207652174,-0.459529511
245,1.622057917,0.667743701,-1.169963951,-0.041318944,0.022044849,-0.18632194,-0.028541364,0.05231274,-0.004208061,0.517399203,0.247367097,-0.453497984
246,1.707243119,0.632300489,-1.183150061,-0.059859606,0.047532898,-0.199235875,-0.034798993,0.073014822,-0.001607484,0.537528173,0.250949403,-0.46133114
247,1.560228105,0.459655213,-1.192220255,-0.084507694,0.068111144,-0.220553148,-0.032383506,0.083960947,-0.001569401,0.481112302,0.203909101,-0.471447601
248,1.153318662,0.199145594,-1.088064823,-0.131068805,0.03756149,-0.251579773,-0.038574024,0.086436622,0.004540956,0.327891944,0.107714569,-0.445034547
249,0.469180275,-0.143019207,-0.852373203,-0.216956282,0.012942963,-0.314703083,-0.042235072,0.076722742,0.006935138,0.069996307,-0.017784501,-0.386713716
250,0.469180275,-0.143019207,-0.852373203,-0.29798935,-0.021219002,-0.345378438,-0.047105461,0.065764899,0.004511928,0.041361821,-0.032824437,-0.397746571
251,-0.50860944,-0.386205762,-0.592430038,-0.354435049,-0.055328503,-0.363055436,-0.047028762,0.051144943,0.000808003,-0.30335775,-0.130129774,-0.318225824
252,-1.422590879,-0.530036701,-0.388060121,-0.39242957,-0.090624176,-0.372498206,-0.039626772,0.047494549,0.001912416,-0.61821574,-0.191055443,-0.25288197
253,-1.924568782,-0.593569605,-0.111706026,-0.389970407,-0.100279999,-0.359317689,-0.027305391,0.047474042,0.000573379,-0.78061486,-0.215458521,-0.156816779
254,-1.82839591,-0.626782686,0.251209061,-0.360452995,-0.108691061,-0.336775895,-0.019895944,0.045018608,-0.001932656,-0.736248283,-0.230151713,-0.029166497
255,-1.261665642,-0.726654689,0.327699842,-0.360452995,-0.108691061,-0.336775895,-0.011295265,0.049875415,-0.001997105,-0.544471301,-0.261823445,-0.003691053
256,-0.459310067,-0.807743949,-0.07814993,-0.302764931,-0.086676306,-0.307125324,-0.001519333,0.065694059,0.000401605,-0.254531444,-0.276242065,-0.128291216
257,0.834143599,-0.807522108,-0.840920012,-0.232814075,-0.056130381,-0.272734061,-0.003994475,0.069339127,-0.000756071,0.199111683,-0.264771121,-0.371470048
258,0.858350401,-0.831847954,-1.040279724,-0.151825748,-0.009817477,-0.24439856,-0.003994475,0.069339127,-0.000756071,0.234176726,-0.257442101,-0.428478118
259,0.858350401,-0.831847954,-1.040279724,-0.047474309,0.042574358,-0.212662468,-0.02252981,0.083950294,-0.001675927,0.262782094,-0.235107767,-0.41820604
260,0.411366776,-0.821919956,-1.083623736,0.053045642,0.119351162,-0.172301463,-0.040986315,0.076692648,0.002098305,0.141142034,-0.208625382,-0.417942298
261,-0.381470928,-0.714578318,-0.965906956,0.12403007,0.176796079,-0.114853616,-0.053270412,0.06819743,0.003387008,-0.103570423,-0.15652827,-0.359124521
262,-1.113206662,-0.546109944,-0.786996593,0.122445755,0.214826286,-0.061558702,-0.059403406,0.058500594,0.00821958,-0.350054771,-0.090927688,-0.280111905
263,-1.53027713,-0.308050506,-0.512203109,0.097418433,0.260195366,-0.005555887,-0.060658554,0.065786737,0.005864281,-0.497839084,0.005977199,-0.170631572
264,-1.578354911,0.018639198,-0.203497199,0.019667178,0.279858816,0.014692127,-0.052039766,0.064575265,0.008175638,-0.536909166,0.121024426,-0.060209811
265,-1.388621727,0.319560689,0.108517157,-0.040784714,0.284919621,0.037079192,-0.040963945,0.065787003,0.009268866,-0.490123462,0.223422438,0.051621738
266,-1.075149557,0.540900534,0.356026821,-0.094940628,0.278873979,0.034011497,-0.022542593,0.079141691,0.007942345,-0.397544259,0.299638735,0.132660221
267,-0.712965242,0.666860331,0.528897667,-0.137903541,0.266597073,0.007876299,-0.015185345,0.087642235,0.006706905,-0.288684709,0.340366546,0.18116029
268,-0.34278878,0.722966477,0.616867204,-0.137903541,0.266597073,0.007876299,-0.00776631,0.083963078,0.0029878,-0.162819544,0.357842209,0.209243768
269,0.020455474,0.698609738,0.674295077,-0.163484002,0.237162218,-0.036634178,-0.011406053,0.074213245,-0.000647414,-0.051478194,0.336661734,0.212337828
270,0.366423802,0.642929431,0.779957592,-0.17673243,0.214934144,-0.094499342,-0.01502449,0.054767109,0.001689243,0.058222294,0.304210228,0.229049164
271,0.619828373,0.59973722,0.924072956,-0.169083299,0.196376172,-0.145334027,-0.019923641,0.052310609,-0.003095392,0.143607144,0.282808,0.258547846
272,0.763542399,0.566438918,1.076666228,-0.155311826,0.175457575,-0.182985,-0.026070483,0.043844686,0.004156129,0.194053363,0.261913726,0.299279119
273,0.797495573,0.555228607,1.242632829,-0.150198557,0.157024505,-0.213293104,-0.032231173,0.046270027,0.001825331,0.205021948,0.252841046,0.343721685
274,0.746578862,0.564438884,1.350552372,-0.157462063,0.143535594,-0.232586375,-0.033442645,0.042614572,0.000611195,0.185224718,0.25019635,0.372859064
275,0.672612226,0.550136111,1.387441414,-0.169765334,0.142317997,-0.234872166,-0.033442645,0.042614572,0.000611195,0.156468082,0.245022893,0.384393481
276,0.648210214,0.508714368,1.3729927,-0.177220587,0.148473361,-0.223903404,-0.034690336,0.0462655,0.000646083,0.145433097,0.23448441,0.383245126
277,0.738532121,0.452383451,1.325866467,-0.189652756,0.163171347,-0.209213408,-0.032271653,0.058413775,-0.001720402,0.172202571,0.224656191,0.371644219
278,0.943419224,0.416429978,1.247477119,-0.187332077,0.17065483,-0.177844033,-0.036000878,0.07296582,-0.010035324,0.240028756,0.220016876,0.353199254
279,1.240490848,0.460401697,1.123946125,-0.187332077,0.17065483,-0.177844033,-0.040930922,0.071768996,-0.007577492,0.337409283,0.234275174,0.312841533
280,1.569378194,0.591634286,0.951145586,-0.171503047,0.175776888,-0.132164962,-0.039723711,0.080261816,-0.011158112,0.452717145,0.282557663,0.269274171
281,1.569378194,0.591634286,0.951145586,-0.086906936,0.181176713,-0.028143487,-0.034814972,0.081494594,-0.007586547,0.482552095,0.284768531,0.305138517
282,1.790938283,0.778813764,0.758128459,-0.029138977,0.180113313,0.007399859,-0.022475482,0.070575633,-0.000549144,0.579774608,0.34316757,0.254993058
283,1.78185717,0.957106806,0.667631848,0.027393009,0.179058435,0.044162401,-0.012691028,0.076719546,0.011439076,0.59885305,0.404294929,0.241077775
284,1.526764953,0.996239562,0.658559524,0.100038451,0.17419284,0.05661268,-0.001561944,0.060935789,0.018461033,0.541747153,0.410456064,0.244544412
285,1.18745799,0.857857717,0.650562051,0.143139849,0.164500265,0.070559654,0.000910002,0.051258394,0.028023912,0.443835947,0.357872125,0.249715206
286,1.008607015,0.640249759,0.643983777,0.159149974,0.157241287,0.07999044,-0.006431268,0.039108254,0.02923778,0.387108574,0.278866433,0.251070666
287,1.073310112,0.472435723,0.665210769,0.15056634,0.142695367,0.08723264,-0.0138013,0.035459457,0.028090224,0.403358384,0.216863516,0.260177878
288,1.297631899,0.388619385,0.723790992,0.12715955,0.133067507,0.100692789,-0.0138013,0.035459457,0.028090224,0.47033005,0.18571545,0.284191335
289,1.508076753,0.36333347,0.803362783,0.095139299,0.128264762,0.105833755,-0.023569775,0.025665949,0.016080433,0.526548759,0.172421394,0.308425657
290,1.500196459,0.373828721,0.930117533,0.061929947,0.113731093,0.110930513,-0.033476734,0.037841921,0.016258865,0.509549891,0.175133912,0.352435637
291,1.200531448,0.351814765,1.063451622,0.027463316,0.104072074,0.117275228,-0.034728686,0.046330215,0.011498997,0.397755359,0.167405685,0.397408616
292,0.692272214,0.212758342,1.117565191,0.004079963,0.091989579,0.127103358,-0.03105592,0.047571514,0.016289757,0.221765419,0.117439812,0.420319435
293,0.102501342,-0.057125604,1.046390081,-0.009355951,0.065247713,0.128297519,-0.029849775,0.052443501,0.017511083,0.021098539,0.020188537,0.397399561
294,-0.421683063,-0.321558326,0.880486596,-0.021643244,0.055550345,0.131990791,-0.029893451,0.068215273,0.010369284,-0.157739919,-0.065930903,0.34094889
295,-0.804155606,-0.534329451,0.630155313,-0.024015055,0.043322973,0.121092603,-0.031075095,0.059679309,0.006714628,-0.286415252,-0.143775723,0.252654181
296,-1.127352575,-0.723272474,0.305770042,-0.011735219,0.051825381,0.121009779,-0.031048464,0.05359665,0.006678675,-0.390045419,-0.205950148,0.144486165
297,-1.127352575,-0.723272474,0.305770042,0.015307051,0.061549914,0.124391993,-0.023634756,0.051134025,0.002966761,-0.378560093,-0.203529512,0.144376265
298,-1.477656795,-0.881981429,-0.05311302,0.068151358,0.085844867,0.127580863,-0.021192637,0.051167314,0.008969527,-0.476899358,-0.248323083,0.027812457
299,-1.857995081,-1.020539575,-0.301826433,0.068151358,0.085844867,0.127580863,-0.015070296,0.058467039,0.01015197,-0.601638006,-0.29207589,-0.054697867
300,-2.17853022,-1.123214821,-0.438837016,0.109931561,0.100455502,0.136861446,-0.027434288,0.068219801,0.011548532,-0.698677649,-0.318179839,-0.096809013
301,-2.364010602,-1.17338052,-0.519120937,0.135676073,0.117538082,0.149947155,-0.039748212,0.069435268,0.009277122,-0.75602758,-0.32880239,-0.119965553
302,-2.399704683,-1.154064347,-0.549972593,0.156515043,0.12009951,0.175058633,-0.04954971,0.063320117,0.002112419,-0.76424645,-0.32354824,-0.12426718
303,-2.299101643,-1.084673021,-0.524125283,0.169940304,0.129953739,0.197881391,-0.049522013,0.060858291,-0.002725479,-0.726227784,-0.297953664,-0.109656457
304,-2.06948416,-0.971417835,-0.464446772,0.161274644,0.131244307,0.208834706,-0.03966086,0.057212423,-0.000441818,-0.649290125,-0.260987035,-0.085351295
305,-1.68126558,-0.814373889,-0.378491916,0.148984156,0.120344788,0.214932546,-0.027334153,0.05114521,0.004212588,-0.519871859,-0.21429463,-0.053115594
306,-1.163882356,-0.610096916,-0.305713583,0.146502622,0.121585554,0.218584006,-0.027334153,0.05114521,0.004212588,-0.348237962,-0.145788717,-0.027638996
307,-0.55160298,-0.370995384,-0.292840128,0.147787597,0.114249078,0.212498151,-0.022399848,0.047504669,0.006549512,-0.142071744,-0.069747212,-0.024597488
308,0.120157567,-0.124110764,-0.392702277,0.126929453,0.104474744,0.201814081,-0.024853685,0.046283609,0.005363074,0.074077778,0.00888253,-0.061841707
309,0.744235014,0.107738448,-0.574131192,0.056898703,0.077686273,0.185532579,-0.022382804,0.037815556,0.013727264,0.259583638,0.074413426,-0.124957116
310,1.235896895,0.251760069,-0.818551323,0.056898703,0.077686273,0.185532579,-0.024848358,0.045067077,0.005355883,0.42264908,0.124837806,-0.209220954
311,1.575196135,0.319247767,-1.071420333,-0.022998527,0.060590377,0.160973973,-0.027270237,0.036546826,0.004126302,0.508309124,0.13879499,-0.302106686
312,1.724755267,0.364092471,-1.277757793,-0.083200082,0.047115581,0.135018006,-0.032154474,0.031650072,-0.001878594,0.536466904,0.147619375,-0.38153946
313,1.724755267,0.364092471,-1.277757793,-0.096677541,0.03855698,0.125467112,-0.033351033,0.030384538,-0.010313624,0.531575564,0.144344663,-0.387534768
314,1.698877597,0.425724942,-1.350670084,-0.069603313,0.040982321,0.128806183,-0.034610442,0.032847695,-0.00546241,0.531554614,0.166518319,-0.40910877
315,1.518307286,0.52256467,-1.257716973,-0.025352228,0.042294727,0.152451591,-0.035870916,0.04135037,-0.007810519,0.485694714,0.202069922,-0.3710253
316,1.218866247,0.683381517,-1.064229532,0.01401888,0.048363538,0.156884956,-0.024850489,0.057146111,-0.009042763,0.402678213,0.262963722,-0.305462446
317,0.884734871,0.837331935,-0.804089027,0.026273149,0.052078914,0.170038042,-0.024850489,0.057146111,-0.009042763,0.295385844,0.315518987,-0.214364583
318,0.636565275,0.851887442,-0.649392657,-0.013254553,0.054727161,0.199419633,-0.016354206,0.083914874,-0.006566024,0.202318839,0.330176492,-0.152179683
319,0.459821926,0.695254422,-0.63031457,-0.074834827,0.034256507,0.224080771,-0.008986304,0.085152179,-0.001815211,0.125333598,0.271554369,-0.136016337
320,0.318430443,0.383768171,-0.665581214,-0.152529622,0.038126613,0.247852946,-0.015201324,0.091291831,0.006728476,0.050233166,0.171062205,-0.136999931
321,-0.481563974,-0.500863636,-0.435435893,-0.213040104,0.046908919,0.282320376,-0.026278209,0.086459258,0.010437195,-0.240294096,-0.122498486,-0.047559441
322,-1.17402181,-0.833869293,-0.297269764,-0.240354017,0.070246466,0.315308686,-0.043468914,0.069482405,0.016552345,-0.485948247,-0.231380141,0.011530422
323,-1.17402181,-0.833869293,-0.297269764,-0.231856669,0.081315363,0.336986018,-0.054461644,0.051224838,0.012946691,-0.486780041,-0.233776364,0.017554315
324,-1.707808242,-1.043506943,-0.251734769,-0.198696318,0.098346811,0.342756555,-0.067942299,0.036633911,0.011800999,-0.658148953,-0.302842074,0.034274262
325,-1.765563417,-1.114917743,-0.200886236,-0.154319533,0.082541482,0.351830744,-0.071587368,0.032930786,0.002172341,-0.663823439,-0.333148492,0.05103895
326,-1.337307939,-1.002437803,-0.237410159,-0.090233224,0.073956516,0.351087989,-0.06539685,0.030455111,-0.003938016,-0.497646004,-0.299342059,0.036579938
327,-0.546907827,-0.721329165,-0.493900535,-0.032205341,0.053133792,0.337075234,-0.044476921,0.037710095,-0.00773888,-0.207863363,-0.210161759,-0.054854727
328,0.448780194,-0.334698096,-0.767665505,-0.032205341,0.053133792,0.337075234,-0.026006567,0.038906653,-0.007931426,0.130189429,-0.080885884,-0.146173899
329,1.233590864,0.027231887,-0.935598851,0.008592423,0.031098797,0.320829951,-0.012564261,0.063222645,-0.00793409,0.409873009,0.040517776,-0.207567663
330,1.527439532,0.276562888,-1.097682031,0.007557785,0.005409146,0.296574679,-0.010092315,0.063205601,-0.01037248,0.508301667,0.115059212,-0.270493277
331,1.186023079,0.371512037,-1.145285503,-0.019241605,-0.043366649,0.272462418,-0.002745719,0.069309034,-0.005592905,0.388011918,0.132484807,-0.29280533
332,0.341941362,0.325935764,-0.976062654,-0.06945098,-0.093312105,0.252213606,-0.008938368,0.074203391,-0.001879925,0.087850671,0.102275683,-0.241909658
333,-0.502031698,0.224629116,-0.768582432,-0.13943912,-0.134663007,0.241875214,-0.012628177,0.068160679,0.004153466,-0.218032998,0.052708929,-0.174184584
334,-0.846464447,0.184061449,-0.490178501,-0.275980188,-0.168628431,0.234710778,-0.020031232,0.06819024,0.007850999,-0.380825289,0.027874419,-0.082538908
335,-0.711331659,0.261459835,-0.135476336,-0.321541814,-0.157731042,0.218385867,-0.022535137,0.075506476,0.010332532,-0.35180287,0.05974509,0.031080688
336,-0.354630259,0.40043876,0.179813441,-0.341230032,-0.150496831,0.204171511,-0.032466597,0.08651625,0.018944929,-0.242775629,0.112152726,0.13430996
337,-0.084672011,0.517788557,0.321073897,-0.326526187,-0.121402329,0.189713742,-0.037407293,0.082922314,0.027417776,-0.149535164,0.159769514,0.179401805
338,-0.065357702,0.534128648,0.412601151,-0.293333878,-0.097179547,0.177439233,-0.037407293,0.082922314,0.027417776,-0.132032958,0.173290472,0.205819387
339,-0.065357702,0.534128648,0.412601151,-0.242967909,-0.060781326,0.169873725,-0.042340533,0.080523339,0.032280176,-0.116888715,0.184623554,0.204918351
340,-0.267233834,0.44115583,0.495025188,-0.201183445,-0.022027005,0.147945256,-0.039838759,0.07079561,0.033401899,-0.169418679,0.163308145,0.225457448
341,-0.50077655,0.28482135,0.55450982,-0.201183445,-0.022027005,0.147945256,-0.038598525,0.070779898,0.030976825,-0.24685284,0.111191414,0.2444773
342,-0.606280873,0.113958527,0.647493823,-0.201183445,-0.022027005,0.147945256,-0.034829886,0.054953796,0.029637521,-0.280764735,0.048961773,0.275025533
343,-0.536881025,-0.053472546,0.733785036,-0.140815708,0.010488061,0.102869391,-0.026217489,0.060998373,0.024756745,-0.234638074,0.006004629,0.287137057
344,-0.358126191,-0.130005138,0.782048173,-0.118599085,0.006764163,0.094166979,-0.02010154,0.080384322,0.012746422,-0.165608939,-0.014285551,0.296320525
