loggingSample(N),Run RotationX (rad/s),Run RotationY,Run RotationZ,Walk RotationX,Walk RotationY,Walk RotationZ,Static RotationX,Static RotationY,Static RotationZ,Hybrid RotationX,Hybrid RotationY,Hybrid RotationZ
520,-1.169165003,-0.153183694,0.632716475,-0.306855546,-0.200383697,-0.404211128,-0.034615768,0.043724578,-0.017456488,-0.503545439,-0.103280938,0.07034962
521,-1.51432879,0.06381946,0.44840895,-0.32917976,-0.175949993,-0.39056296,-0.037122868,0.049838663,-0.012570387,-0.626877139,-0.020763957,0.015091868
522,-1.740781638,0.195379351,0.235790424,-0.285213101,-0.102912534,-0.374934466,-0.034646661,0.049814428,-0.016214656,-0.686880467,0.047427082,-0.051786233
523,-1.740781638,0.195379351,0.235790424,-0.190960368,0.005450425,-0.342761083,-0.028504079,0.053457366,-0.016259664,-0.653415362,0.084762381,-0.041076774
524,-1.869612855,0.242979627,0.036094355,-0.097964913,0.109027684,-0.297338474,-0.021211812,0.07293546,-0.012606872,-0.66292986,0.14164759,-0.091283664
525,-1.906888322,0.222168621,-0.196342617,-0.017258882,0.205326258,-0.25061997,-0.015102254,0.080256756,-0.00780679,-0.646416486,0.169250545,-0.151589792
526,-1.863724339,0.139048168,-0.460158816,0.047591488,0.268774207,-0.207540144,-0.011450794,0.086364184,-0.002987268,-0.609194548,0.164728853,-0.223562076
527,-1.737857754,0.01327426,-0.722707085,0.067069848,0.2969129,-0.177440831,-0.011450794,0.086364184,-0.002987268,-0.560746233,0.132183781,-0.301045061
528,-1.493959868,-0.117098128,-0.920239069,0.017714016,0.304358833,-0.161188624,-0.01021056,0.086348471,-0.005412342,-0.495485471,0.091203059,-0.362280012
529,-1.148299668,-0.182788458,-1.065436476,-0.034002974,0.292314154,-0.149848351,-0.023764718,0.082749475,0.000741957,-0.402022453,0.064091724,-0.404847623
530,-0.739029333,-0.223656529,-1.117123906,-0.073346386,0.25963264,-0.129116441,-0.023764718,0.082749475,0.000741957,-0.278713479,0.039575195,-0.41516613
531,-0.336338337,-0.226374019,-1.096169089,-0.110209329,0.231749876,-0.119235315,-0.02746305,0.081551319,0.003186472,-0.158003572,0.028975725,-0.404072644
532,0.041349837,-0.187386406,-1.021644787,-0.159316954,0.198928013,-0.123720344,-0.03725283,0.066963588,0.003206712,-0.051739982,0.026168398,-0.380719473
533,0.359892399,-0.136219891,-0.954850576,-0.204704942,0.176928705,-0.148680555,-0.051964132,0.051164651,0.003273025,0.034407775,0.030624488,-0.366752702
534,0.560166108,-0.057110691,-0.914347891,-0.22672236,0.162203288,-0.173850623,-0.066663716,0.036553484,-0.001476989,0.088926677,0.04721536,-0.363225168
535,0.679138302,0.041421476,-0.894557142,-0.229183654,0.174277794,-0.189428518,-0.067873057,0.035309521,-0.006294381,0.12736053,0.083669597,-0.36342668
536,0.745088291,0.143732402,-0.862113448,-0.229183654,0.174277794,-0.189428518,-0.059255334,0.040137566,-0.011182347,0.152216434,0.119382587,-0.354241438
537,0.808807083,0.214257968,-0.856359422,-0.205793909,0.188764592,-0.204065784,-0.048148621,0.040089629,-0.017331586,0.184954851,0.147704063,-0.359252264
538,0.897574503,0.239378501,-0.912637609,-0.157782707,0.203246329,-0.215351728,-0.032174714,0.044967209,-0.012652412,0.235872361,0.16253068,-0.380213916
539,0.981736785,0.237395511,-1.026902932,-0.061763499,0.231007653,-0.235519048,-0.013774668,0.063188024,-0.01395017,0.302066206,0.177197063,-0.425457383
540,1.041587602,0.192630436,-1.179741747,-0.039589488,0.232185835,-0.2381633,-0.001509746,0.074130687,-0.012812734,0.333496123,0.166315653,-0.476905927
541,1.033964836,0.111255685,-1.363416772,-0.049436792,0.220110264,-0.224864007,-0.00032171,0.085070953,-0.013967215,0.328068778,0.138812301,-0.534082665
542,0.936596471,-0.04155277,-1.505544086,-0.072856364,0.2056738,-0.201785585,-0.006437659,0.075345355,-0.01395816,0.285767483,0.079822128,-0.57376261
543,0.936596471,-0.04155277,-1.505544086,-0.11841586,0.185171455,-0.179709311,-0.006437659,0.075345355,-0.01395816,0.270580984,0.072988013,-0.566403852
544,0.713412387,-0.239806471,-1.538057289,-0.157873255,0.170795445,-0.149222509,-0.010106164,0.069266689,-0.013954165,0.181810989,8.5221E-05,-0.567077988
545,0.349444552,-0.46868253,-1.425739801,-0.178792119,0.143010419,-0.120220418,-0.014990401,0.05953976,-0.013958426,0.051887344,-0.088710784,-0.519972882
546,-0.321217175,-0.625116346,-1.049233005,-0.178785727,0.121263844,-0.095026381,-0.037180392,0.052350823,0.000708667,-0.179061098,-0.15050056,-0.381183573
547,-0.348360379,-0.430933553,-0.926016265,-0.171397586,0.114014187,-0.085502385,-0.044578121,0.055994027,-0.001601625,-0.188112029,-0.086975113,-0.337706758
548,-0.179866971,-0.230577819,-0.754233852,-0.146717539,0.100627275,-0.082230159,-0.054454187,0.057249974,0.003335609,-0.127012899,-0.024233523,-0.277709467
549,0.131036048,-0.108945127,-0.703825007,-0.112175275,0.09687568,-0.093477487,-0.059401275,0.060912087,0.004616323,-0.013513501,0.01628088,-0.264228724
550,0.385073386,-0.073507241,-0.837793195,-0.112175275,0.09687568,-0.093477487,-0.058242001,0.07552352,0.007101053,0.071552037,0.032963986,-0.308056543
551,0.433684332,-0.087811079,-0.984303007,-0.078868983,0.093132608,-0.10350562,-0.049680738,0.086484559,0.010690195,0.101711537,0.030602029,-0.359039477
552,0.121471837,-0.174292442,-1.05619584,-0.061579209,0.089414036,-0.112154768,-0.036104209,0.07917791,0.011706457,0.007929473,-0.001900165,-0.38554805
553,-0.528087001,-0.287215798,-1.13183361,-0.05416337,0.084532728,-0.113469305,-0.023812655,0.088868088,0.006807306,-0.202021009,-0.037938327,-0.41283187
554,-1.266661466,-0.360841017,-1.160459129,-0.044248954,0.06872154,-0.111257549,-0.013999439,0.096171008,0.009155682,-0.44163662,-0.065316156,-0.420853665
555,-1.266661466,-0.360841017,-1.160459129,-0.036848029,0.061450312,-0.105351191,-0.015204519,0.094919855,0.00313241,-0.439571338,-0.06815695,-0.420892637
556,-1.82150285,-0.325467047,-1.034883627,-0.029431126,0.036038961,-0.0814645,-0.026200445,0.075460137,0.001931324,-0.625711474,-0.07132265,-0.371472268
557,-2.073107391,-0.154703827,-0.797240442,-0.024562867,0.030094786,-0.057436129,-0.042235072,0.081552917,0.000934503,-0.713301777,-0.014352041,-0.284580689
558,-2.08645542,0.124446322,-0.49883484,-0.012261726,0.014410365,-0.033545177,-0.042235072,0.081552917,0.000934503,-0.713650739,0.073469868,-0.177148505
559,-1.996192635,0.338029178,-0.162142036,0.008615592,0.012076903,-0.013285978,-0.050791009,0.069375346,-0.00266183,-0.679456017,0.139827142,-0.059363281
560,-1.835299356,0.462671775,0.163619824,0.060295299,0.008486429,0.005427256,-0.056836651,0.047455666,-0.007548197,-0.610613569,0.17287129,0.053832961
561,-1.599726778,0.492943128,0.38432344,0.116812371,0.014701981,0.037409424,-0.04698189,0.046235672,-0.006456035,-0.509965432,0.184626927,0.13842561
562,-1.279863022,0.44252363,0.551794195,0.158594705,0.022063757,0.05508802,-0.038365232,0.042612708,-0.000541421,-0.386544516,0.169066698,0.202113598
563,-0.852389714,0.315152624,0.685094728,0.186888927,0.028130172,0.057229468,-0.035877307,0.038946068,-0.003001383,-0.233792698,0.127409621,0.246440938
564,-0.328124882,0.155070011,0.653170085,0.217677466,0.032934248,0.052101817,-0.035900743,0.046230879,-0.005369998,-0.04878272,0.078078379,0.233300635
565,0.181741836,-0.028585306,0.541680574,0.259574849,0.030441529,0.04922294,-0.038370559,0.048659415,-0.006534865,0.134315375,0.016838546,0.19478955
566,0.181741836,-0.028585306,0.541680574,0.294096874,0.02068637,0.051204332,-0.040798829,0.042565037,-0.008955944,0.145013294,0.011555367,0.194642987
567,0.580310258,-0.214993799,0.561602883,0.30758179,0.020779581,0.069146048,-0.039587357,0.046220492,-0.007741809,0.28276823,-0.049331242,0.207669041
568,0.827045742,-0.391017295,0.665220356,0.308738934,0.028149346,0.081234669,-0.032213064,0.049862099,-0.007800133,0.367857204,-0.104335283,0.246218297
569,0.888853982,-0.527912031,0.771065297,0.308738934,0.028149346,0.081234669,-0.028550951,0.053536462,-0.002994991,0.389680655,-0.148742074,0.283101658
570,0.804004338,-0.617412087,0.843804748,0.300041316,0.031908931,0.098231762,-0.023600667,0.046246325,-0.000679639,0.360148329,-0.179752277,0.313785624
571,0.656015672,-0.616943104,0.897255457,0.283967274,0.039275767,0.106889166,-0.027332022,0.048726527,0.006609966,0.304216975,-0.176313603,0.336918196
572,0.504019748,-0.532622897,0.935565828,0.237114281,0.035784629,0.125461785,-0.03717187,0.042676091,0.010298178,0.234654053,-0.151387392,0.357108597
573,0.401089903,-0.387637211,0.955614903,0.171784543,0.033522807,0.143035453,-0.047027696,0.045105427,0.008007326,0.17528225,-0.103002992,0.368885894
574,0.363293789,-0.186927011,0.947553781,0.111434916,0.023920513,0.154483317,-0.043354931,0.051176901,0.006797452,0.143791258,-0.037276532,0.369611517
575,0.388321377,0.016119581,0.934004416,0.057266219,-0.001424259,0.179035798,-0.040907486,0.054823834,0.006792392,0.13489337,0.023173052,0.373277535
576,0.463898161,0.221443975,0.903041174,0.00687788,-0.041407361,0.197432648,-0.040907486,0.054823834,0.006792392,0.143289518,0.078286816,0.369088738
577,0.583866644,0.432673662,0.849928687,-0.04100549,-0.080255691,0.202545385,-0.032289763,0.059651879,0.001904426,0.170190464,0.137356617,0.351459499
578,0.786351309,0.64865869,0.792335165,-0.11972001,-0.104515491,0.200842027,-0.024936775,0.068159613,0.001874865,0.213898175,0.204100937,0.331684019
579,1.075008942,0.859799427,0.753074845,-0.191157176,-0.111687117,0.210012356,-0.026109898,0.054779093,0.001809085,0.285913956,0.267630468,0.321632095
580,1.344028426,1.06963708,0.695932196,-0.240576923,-0.113793678,0.256354022,-0.023629429,0.049917493,0.002959571,0.359940691,0.335253632,0.318415263
581,1.472430341,1.287213347,0.688585866,-0.267856748,-0.109834356,0.303697836,-0.026074744,0.048682052,-0.000638626,0.39283295,0.408687014,0.330548359
582,1.472430341,1.287213347,0.688585866,-0.267856748,-0.109834356,0.303697836,-0.022358303,0.043811929,-0.000707336,0.394071763,0.40706364,0.330525455
583,1.332247667,1.426709991,0.801851173,-0.290226768,-0.086530898,0.331809365,-0.022331671,0.037729269,-0.000743288,0.339896409,0.459302787,0.377639083
584,0.914353217,1.407213787,0.929242684,-0.29906287,-0.051141481,0.348993412,-0.018658906,0.038970569,0.004047472,0.198877147,0.465014292,0.427427856
585,-0.082371839,0.903461687,0.941881248,-0.299296163,-0.003653591,0.356509119,-0.016156067,0.032863674,0.00036725,-0.132608023,0.31089059,0.432919206
586,-0.26740694,0.58446985,1.068618155,-0.291944241,0.020554011,0.337278966,-0.012490758,0.037740188,0.002767823,-0.19061398,0.214254683,0.469554981
587,-0.298563261,0.270285551,1.211807538,-0.283302017,0.036208604,0.311955766,-0.01131657,0.045081192,0.010032927,-0.197727283,0.117191782,0.51126541
588,-0.290780173,-0.095933188,1.203547211,-0.278261185,0.027558125,0.290146341,-0.018688733,0.043851078,0.006487993,-0.19591003,-0.008174662,0.500060515
589,-0.292346911,-0.464199098,1.054298338,-0.279286236,0.000644751,0.264677999,-0.018688733,0.043851078,0.006487993,-0.19677396,-0.13990109,0.441821443
590,-0.29734886,-0.823239286,0.819529502,-0.269225879,-0.026280606,0.239089814,-0.026054504,0.04019509,0.004134558,-0.197543081,-0.269774934,0.354251291
591,-0.339792191,-1.026847006,0.531815959,-0.254110842,-0.077577883,0.207275159,-0.027309652,0.042651057,0.007779892,-0.207070895,-0.353924611,0.248957003
592,-0.435246809,-0.966202833,0.281192527,-0.220627716,-0.113015502,0.186207158,-0.032231173,0.041439852,0.007825965,-0.229368566,-0.345926161,0.15840855
593,-0.601194235,-0.646924972,0.142574193,-0.162611551,-0.13019582,0.171010096,-0.038384407,0.040229978,0.007885354,-0.267396731,-0.245630271,0.107156548
594,-0.812522992,-0.190599776,0.13065202,-0.091106208,-0.142459944,0.166548236,-0.039634229,0.041469413,0.011523498,-0.314421143,-0.097196769,0.102907918
595,-1.048705433,0.278197802,0.166097362,-0.018395785,-0.143812563,0.156108378,-0.037166544,0.041459559,0.010290987,-0.368089254,0.058614933,0.110832242
596,-1.259597431,0.620276849,0.171587469,0.034547591,-0.125722509,0.138761345,-0.040842505,0.039016109,0.007904795,-0.421964115,0.177856816,0.106084536
597,-1.259597431,0.620276849,0.171587469,0.034547591,-0.125722509,0.138761345,-0.047008522,0.037827806,0.011581821,-0.424019454,0.177460715,0.107310212
598,-1.346502237,0.818355581,0.121838821,0.048087901,-0.116062425,0.129025361,-0.053187322,0.041491251,0.012875851,-0.450533886,0.247928136,0.087913344
599,-1.302012533,0.891717946,-0.012054532,-0.050507649,-0.08808352,0.112167818,-0.061788,0.036634444,0.0129403,-0.471436061,0.280089623,0.037684529
600,-1.127496385,0.850255723,-0.203492405,-0.095021854,-0.051518052,0.116480541,-0.061788,0.036634444,0.0129403,-0.42810208,0.278457372,-0.024690521
601,-0.838094398,0.730818807,-0.395422963,-0.122313396,-0.019765449,0.132636874,-0.065492724,0.037862161,0.014193317,-0.341966839,0.249638506,-0.082864257
602,-0.474550006,0.556558057,-0.588476043,-0.139706501,0.004655738,0.145025899,-0.064289774,0.046362172,0.011818576,-0.226182094,0.202525322,-0.143877189
603,-0.08378651,0.336176417,-0.759183604,-0.157051669,0.027788488,0.145348941,-0.059328838,0.041469147,0.008118913,-0.100055672,0.135144684,-0.20190525
604,0.297076419,0.106224175,-0.904518696,-0.171892934,0.048435177,0.137189814,-0.053227802,0.043974649,0.021331388,0.023985228,0.066211334,-0.248665831
605,0.54246594,-0.135682199,-1.037608041,-0.189162468,0.067817663,0.120608973,-0.047074568,0.045184523,0.021271999,0.102076301,-0.007560004,-0.29857569
606,0.670467849,-0.304376676,-1.153324521,-0.205199225,0.090819652,0.099212871,-0.049553971,0.044006606,0.027320837,0.138571551,-0.056516806,-0.342263604
607,0.697213709,-0.438719304,-1.237600786,-0.211304522,0.107642042,0.063203737,-0.05197798,0.042735213,0.017693243,0.144643736,-0.096114016,-0.385567935
608,0.685646535,-0.522084502,-1.347691604,-0.208744159,0.118343688,0.022241922,-0.064250359,0.035427766,0.01416562,0.137550672,-0.122771016,-0.437094687
609,0.728052049,-0.550793112,-1.462868262,-0.174181654,0.125425833,-0.00823476,-0.069154837,0.034187798,0.009388175,0.161571853,-0.13039316,-0.487238282
610,0.864814692,-0.502711071,-1.536411455,-0.129733496,0.125198132,-0.038861113,-0.069154837,0.034187798,0.009388175,0.221975453,-0.114441714,-0.521961464
611,1.078792762,-0.402143184,-1.567072695,-0.069287995,0.122563201,-0.062439676,-0.077775755,0.032987777,0.010680075,0.310576337,-0.082197402,-0.539610765
612,1.32069008,-0.261064888,-1.531479547,-0.026159965,0.126108667,-0.072531192,-0.076523803,0.029329659,0.009439308,0.406002104,-0.035208854,-0.53152381
613,1.569765683,-0.130504747,-1.422472369,-0.026159965,0.126108667,-0.072531192,-0.062997342,0.035390481,0.008122908,0.493536125,0.010331467,-0.495626884
614,1.724064443,-0.034970501,-1.287324933,-0.026159965,0.126108667,-0.072531192,-0.060558419,0.039051795,0.010529606,0.54578202,0.043396654,-0.449775506
615,1.724064443,-0.034970501,-1.287324933,0.014523815,0.122379176,-0.079021582,-0.056896306,0.042726159,0.015334748,0.560563984,0.043378278,-0.450337256
616,1.691957906,-0.110872723,-1.16925555,0.013328322,0.115074125,-0.080257289,-0.051931109,0.037825942,0.010429205,0.551118373,0.014009115,-0.413027878
617,1.416727664,-0.314577914,-1.104775094,0.004702077,0.115090637,-0.078958199,-0.047051132,0.042729887,0.01763998,0.458126203,-0.052252463,-0.388697771
618,0.890726717,-0.644437313,-1.022649598,-0.017545438,0.12007421,-0.063013321,-0.04704261,0.037885331,0.021228856,0.275379556,-0.162159257,-0.354811354
619,0.151441454,-0.980977252,-0.873146126,-0.040999099,0.120185797,-0.048289768,-0.044587708,0.037897049,0.023613983,0.021951549,-0.274298135,-0.29927397
620,-0.646377692,-1.176293752,-0.714947433,-0.063234896,0.121526965,-0.031160583,-0.044587708,0.037897049,0.023613983,-0.251400099,-0.338956579,-0.240831344
621,-1.218261709,-1.176259664,-0.602658707,-0.073135464,0.126446889,-0.023790018,-0.045806637,0.037876809,0.020009661,-0.445734603,-0.337311989,-0.202146355
622,-1.425038857,-1.040175328,-0.460960694,-0.068192637,0.127622142,-0.029865487,-0.048230646,0.036605415,0.010382067,-0.513820713,-0.29198259,-0.160148038
623,-1.308330616,-0.817937997,-0.300548382,-0.050962517,0.133664588,-0.033633594,-0.045739525,0.034140926,0.005517537,-0.468344219,-0.216710828,-0.109554813
624,-0.984187692,-0.596780046,-0.285872766,-0.026203641,0.122559739,-0.055670453,-0.044521662,0.035370508,0.007923171,-0.351637665,-0.146283266,-0.111206683
625,-0.587591341,-0.445033127,-0.474959867,0.005873069,0.12122949,-0.069288527,-0.038390799,0.037825676,0.01269449,-0.206703024,-0.095325987,-0.177184635
626,-0.269522022,-0.337183092,-0.694806478,0.005873069,0.12122949,-0.069288527,-0.033493778,0.042700859,0.015081748,-0.099047577,-0.057750914,-0.249671086
627,-0.173337699,-0.269851455,-0.811206858,0.072448368,0.117428892,-0.083293825,-0.022382804,0.037815556,0.013727264,-0.041090712,-0.038202336,-0.29359114
628,-0.173337699,-0.269851455,-0.811206858,0.131660026,0.1123838,-0.103255815,-0.023571905,0.032914807,0.007682421,-0.021749859,-0.041517616,-0.302260084
629,-0.37536936,-0.239392349,-0.837784406,0.168678498,0.103777795,-0.112146779,-0.027257454,0.031695079,0.006509298,-0.077982772,-0.034639825,-0.314473962
630,-0.751336599,-0.188978976,-0.811722446,0.197127184,0.084225133,-0.122215126,-0.028516863,0.034158237,0.011360513,-0.194242093,-0.023531869,-0.307525686
631,-1.092042254,-0.087114396,-0.719421277,0.218178141,0.058655324,-0.122592496,-0.023565514,0.030488933,0.008873919,-0.299143209,0.00067662,-0.277713285
632,-1.264513627,0.086673909,-0.573049682,0.225707962,0.040298687,-0.139662559,-0.017415476,0.030496657,0.011219099,-0.352073714,0.052489751,-0.233831047
633,-1.257184874,0.250657787,-0.408179771,0.225872013,0.023116238,-0.165086693,-0.017427194,0.029308887,0.016035426,-0.349580018,0.101027637,-0.185743679
634,-1.170982877,0.374633795,-0.207017099,0.216107799,0.018145714,-0.184302998,-0.017427194,0.029308887,0.016035426,-0.324100757,0.140696132,-0.12509489
635,-1.078374113,0.429354298,0.009345565,0.197701361,0.016841298,-0.202198642,-0.013741645,0.030528615,0.017208548,-0.298138132,0.15890807,-0.058548176
636,-1.002428748,0.385302684,0.18310644,0.175528415,0.0289443,-0.216357604,-0.011289939,0.029338182,0.021998243,-0.279396757,0.147861722,-0.003750974
637,-0.901261117,0.262949341,0.286199802,0.14469833,0.042323489,-0.221975009,-0.013767211,0.030571758,0.024443824,-0.256776666,0.111948196,0.029556206
638,-0.726053347,0.124586138,0.36910667,0.091678255,0.058174091,-0.224926591,-0.013712883,0.017197096,0.025570608,-0.216029325,0.066652442,0.056583562
639,-0.444731923,-0.04680985,0.438615441,0.006586796,0.078968585,-0.220267923,-0.024821727,0.019663716,0.029322469,-0.154322285,0.01727415,0.082556662
640,-0.083487703,-0.167341858,0.4834431,-0.026693929,0.07783834,-0.211474432,-0.042095522,0.029393043,0.025948776,-0.050759051,-0.020036825,0.099305815
641,0.325467314,-0.21733818,0.532992011,-0.046442866,0.086382559,-0.210005166,-0.060563745,0.040268327,0.010536797,0.072820234,-0.030229098,0.111174547
642,0.649036859,-0.212232634,0.628400822,-0.030432741,0.083953757,-0.206575014,-0.071614,0.039013446,0.002208293,0.182330039,-0.029755144,0.1413447
643,0.871253417,-0.144838146,0.748179955,0.032451683,0.046338737,-0.179741802,-0.072840385,0.042628421,-0.003786216,0.276954905,-0.018623663,0.188217312
644,0.94289751,-0.012769058,0.87599411,0.032451683,0.046338737,-0.179741802,-0.067930582,0.047482032,-0.005016597,0.30247287,0.027017237,0.230411904
645,0.898770263,0.147182527,0.967843074,0.128613636,0.023142337,-0.177299417,-0.056868609,0.049924683,-0.00150442,0.323505097,0.073416516,0.263013079
646,0.820432048,0.282553136,1.011685896,0.171983481,-0.020814468,-0.197318399,-0.043351735,0.052379052,0.004392884,0.316354598,0.104705907,0.272920127
647,0.785511614,0.387169028,1.005441848,0.15505057,-0.059962137,-0.237156093,-0.038440866,0.051193147,0.010361827,0.300707106,0.126133346,0.259549194
648,0.852910629,0.479451554,0.988373649,0.097388073,-0.091680386,-0.26204067,-0.036000878,0.048814944,0.019967849,0.304765941,0.145528704,0.248766943
649,0.852910629,0.479451554,0.988373649,-0.002268747,-0.117119699,-0.261113091,-0.033600305,0.052540973,0.033227462,0.272347192,0.138290943,0.253496007
650,1.021306832,0.575252915,0.966617487,-0.063810671,-0.123164543,-0.265306771,-0.036079708,0.056193232,0.033275665,0.307138818,0.169427201,0.244862127
651,1.279527464,0.68680794,0.950012145,-0.110627445,-0.124301712,-0.259984444,-0.037307158,0.051357197,0.038083736,0.37719762,0.204621142,0.242703812
652,1.79375351,0.864822682,0.902091491,-0.158956096,-0.10202144,-0.203865248,-0.037307158,0.051357197,0.038083736,0.532496752,0.271386146,0.24543666
653,1.872615036,0.881589145,0.871192963,-0.143138783,-0.083596627,-0.171371753,-0.045897185,0.044067327,0.038133804,0.561193023,0.280686615,0.245985005
654,1.795130098,0.840425996,0.89108145,-0.100233394,-0.063977385,-0.137958136,-0.039690688,0.037942056,0.032001875,0.551735339,0.271463556,0.261708396
655,1.598237272,0.760635559,0.940972577,-0.100233394,-0.063977385,-0.137958136,-0.040870202,0.03664776,0.018743328,0.485711225,0.244435311,0.273919256
656,1.342421475,0.652799373,0.969631653,-0.100233394,-0.063977385,-0.137958136,-0.039642751,0.036653619,0.019935891,0.400848443,0.208491869,0.283869803
657,1.098977126,0.55089591,0.975281815,-0.022872026,-0.003285009,-0.14687866,-0.042130676,0.040320259,0.022395853,0.344658141,0.195977053,0.283599669
658,0.844568809,0.431893889,0.96768648,-0.017964353,0.028138161,-0.180509591,-0.051986502,0.04757977,0.014104367,0.258205985,0.16920394,0.267093752
659,0.548592276,0.260489645,0.937322981,-0.02773922,0.054581753,-0.235715323,-0.048298823,0.056041165,0.005673598,0.157518078,0.123704188,0.235760419
660,0.548592276,0.260489645,0.937322981,-0.046222357,0.087217993,-0.27390958,-0.032350483,0.070622238,0.005586779,0.156673145,0.139443292,0.22300006
661,0.230508843,0.079341162,0.901112246,-0.053622216,0.107770406,-0.296619154,-0.022512766,0.074261182,0.005501824,0.051457954,0.08712425,0.203331639
662,-0.126168855,-0.02620444,0.888671822,-0.06836228,0.105302987,-0.304914901,-0.022512766,0.074261182,0.005501824,-0.072347967,0.05111991,0.196419582
663,-0.405816482,-0.07653632,0.968568785,-0.074527232,0.107735519,-0.30603982,-0.020041885,0.070623304,0.00786538,-0.1667952,0.033940834,0.223464782
664,-0.612957151,-0.119424665,1.085105519,-0.065889269,0.099246426,-0.300153968,-0.017563547,0.063350211,0.012619123,-0.232136656,0.014390657,0.265856891
665,-0.769093759,-0.212727183,1.120007576,-0.056071791,0.087221455,-0.275008933,-0.020006731,0.054865912,0.017418938,-0.281724094,-0.023546605,0.287472527
666,-0.89040261,-0.319923411,1.074869659,-0.047526506,0.077681213,-0.241395046,-0.029838057,0.04397092,0.024696025,-0.322589058,-0.066090426,0.286056879
667,-0.98949484,-0.382541785,0.961022985,-0.024141023,0.058363974,-0.212821991,-0.039693883,0.04157008,0.028405809,-0.351109915,-0.094202577,0.258868934
668,-1.131693794,-0.390779475,0.779230815,0.000415453,0.045185588,-0.174579264,-0.047066046,0.035509791,0.03086151,-0.392781462,-0.103361365,0.211837687
669,-1.273947076,-0.351831277,0.55430742,0.011326158,0.045468416,-0.125258053,-0.045803441,0.03907896,0.017605093,-0.436141453,-0.089094634,0.14888482
670,-1.399029893,-0.297079614,0.33049696,0.011123758,0.048225054,-0.070979102,-0.043319777,0.040249685,0.010350376,-0.477075304,-0.069534958,0.089956078
671,-1.524098862,-0.258049391,0.122269454,0.005990248,0.055824384,-0.021441643,-0.034741469,0.056012137,0.003115366,-0.517616694,-0.048737623,0.034647726
672,-1.607243817,-0.217934195,-0.100874151,0.010754111,0.06696199,0.011128551,-0.027381024,0.060884656,0.005475992,-0.541290243,-0.030029183,-0.028089869
673,-1.607243817,-0.217934195,-0.100874151,0.032768333,0.090145606,0.026701918,-0.027421504,0.068198229,0.007930894,-0.533965663,-0.019863453,-0.022080446
674,-1.622850207,-0.166677399,-0.280067874,0.070812921,0.116903983,0.032476717,-0.024966603,0.068209947,0.010316021,-0.525667963,0.00614551,-0.079091712
675,-1.572274381,-0.078708927,-0.411529761,0.070812921,0.116903983,0.032476717,-0.027411917,0.062144331,0.012718458,-0.509624459,0.033446462,-0.122111529
676,-1.469104586,0.0714108,-0.515462286,0.119959961,0.138791439,0.03930879,-0.034798993,0.063354472,0.010393785,-0.461314539,0.09118557,-0.155253237
677,-1.283628465,0.218187195,-0.553985177,0.15056847,0.178918086,0.041624942,-0.035983834,0.053616357,0.009143697,-0.389681276,0.150240546,-0.167738846
678,-1.033161361,0.379872499,-0.529215915,0.157853281,0.20686157,0.036886912,-0.034762774,0.056048089,0.009144763,-0.303356951,0.214260719,-0.161061413
679,-0.738468738,0.538083176,-0.467565334,0.134329313,0.233657765,0.038503983,-0.034762774,0.056048089,0.009144763,-0.2129674,0.275929677,-0.139972196
680,-0.412848026,0.673088932,-0.416031302,0.075197549,0.239775578,0.034355577,-0.031102792,0.066971311,0.005551892,-0.122917756,0.32661194,-0.125374611
681,-0.088121337,0.758016873,-0.398543389,0.00501127,0.23498535,0.035085816,-0.034779819,0.065737202,0.001967011,-0.039296629,0.352913142,-0.120496854
682,0.221157685,0.771971837,-0.453652181,-0.046686545,0.220493227,0.043999949,-0.03352254,0.060862552,0.000719053,0.046982867,0.351109205,-0.13631106
683,0.439745953,0.736954198,-0.576798348,-0.095901762,0.193890644,0.062462579,-0.033545976,0.063317188,0.004351073,0.103432738,0.331387343,-0.169994899
684,0.612787508,0.695903168,-0.699487782,-0.126674323,0.175776621,0.079569927,-0.033483125,0.05475832,-0.002934537,0.150876687,0.308812703,-0.207617464
685,0.749885709,0.667343694,-0.77348398,-0.140214632,0.161286362,0.095306546,-0.028512602,0.043811397,-0.001846636,0.193719492,0.290813818,-0.22667469
686,0.838714915,0.651303475,-0.796242023,-0.140214632,0.161286362,0.095306546,-0.02359321,0.047441285,-0.004290086,0.224969024,0.286677041,-0.235075188
687,0.909009851,0.600363329,-0.758714887,-0.140227416,0.151647583,0.110925453,-0.019898074,0.047437291,-0.004330034,0.24962812,0.266482734,-0.217373156
688,1.001603434,0.539523147,-0.745602547,-0.109498531,0.156552327,0.122680114,-0.019922575,0.051101268,-0.001896703,0.290727443,0.249058914,-0.208273045
689,1.114218663,0.4406975,-0.775131944,-0.065196314,0.152948271,0.137855604,-0.018745192,0.064474597,-0.003036803,0.343425719,0.219373456,-0.213437714
690,1.227141753,0.301503391,-0.842280887,-0.020907945,0.155405303,0.14944941,-0.016247679,0.054754059,-0.0007092,0.396662043,0.170554251,-0.231180226
691,1.227141753,0.301503391,-0.842280887,0.00368475,0.154241236,0.162440576,-0.015014902,0.058373562,-0.005524461,0.405270534,0.17137273,-0.228454924
692,1.311998588,0.114801684,-0.92508043,0.028246552,0.159167018,0.176673574,-0.021222464,0.065708174,-0.000591222,0.439674225,0.113225625,-0.249666026
693,1.309371912,-0.107977866,-0.952885696,0.06143886,0.159238924,0.194402237,-0.021215008,0.062072959,0.001798965,0.449865255,0.037778006,-0.252228165
